Sales,date,region
1605,24-11-2018,south
1683,24-11-2018,east
1518,24-11-2018,west
1665,25-11-2018,north
1671,25-11-2018,south
1704,25-11-2018,east
1731,25-11-2018,west
1653,26-11-2018,north
1542,26-11-2018,south
1659,26-11-2018,east
1650,26-11-2018,west
1773,27-11-2018,north
1647,27-11-2018,south
1725,27-11-2018,east
1644,27-11-2018,west
1767,28-11-2018,north
1728,28-11-2018,south
1719,28-11-2018,east
1677,28-11-2018,west
1686,29-11-2018,north
1527,29-11-2018,south
1689,29-11-2018,east
1686,29-11-2018,west
1641,30-11-2018,north
1665,30-11-2018,south
1755,30-11-2018,east
1551,30-11-2018,west
1665,01-12-2018,north
1527,01-12-2018,south
1536,01-12-2018,east
1656,01-12-2018,west
1563,02-12-2018,north
1554,02-12-2018,south
1602,02-12-2018,east
1737,02-12-2018,west
1506,03-12-2018,north
1755,03-12-2018,south
1572,03-12-2018,east
1608,03-12-2018,west
1722,04-12-2018,north
1788,04-12-2018,south
1788,04-12-2018,east
1587,04-12-2018,west
1677,05-12-2018,north
1725,05-12-2018,south
1731,05-12-2018,east
1518,05-12-2018,west
1737,06-12-2018,north
1797,06-12-2018,south
1662,06-12-2018,east
1662,06-12-2018,west
1716,07-12-2018,north
1596,07-12-2018,south
1653,07-12-2018,east
1635,07-12-2018,west
1782,08-12-2018,north
1773,08-12-2018,south
1755,08-12-2018,east
1719,08-12-2018,west
1737,09-12-2018,north
1548,09-12-2018,south
1665,09-12-2018,east
1659,09-12-2018,west
1659,10-12-2018,north
1575,10-12-2018,south
1509,10-12-2018,east
1767,10-12-2018,west
1509,11-12-2018,north
1527,11-12-2018,south
1575,11-12-2018,east
1620,11-12-2018,west
1623,12-12-2018,north
1623,12-12-2018,south
1773,12-12-2018,east
1743,12-12-2018,west
1719,13-12-2018,north
1782,13-12-2018,south
1713,13-12-2018,east
1593,13-12-2018,west
1716,14-12-2018,north
1686,14-12-2018,south
1569,14-12-2018,east
1704,14-12-2018,west
1554,15-12-2018,north
1545,15-12-2018,south
1587,15-12-2018,east
1800,15-12-2018,west
1635,16-12-2018,north
1620,16-12-2018,south
1800,16-12-2018,east
1641,16-12-2018,west
1635,17-12-2018,north
1527,17-12-2018,south
1626,17-12-2018,east
1716,17-12-2018,west
1755,18-12-2018,north
1755,18-12-2018,south
1605,18-12-2018,east
1779,18-12-2018,west
1566,19-12-2018,north
1566,19-12-2018,south
1797,19-12-2018,east
1770,19-12-2018,west
1731,20-12-2018,north
1551,20-12-2018,south
1767,20-12-2018,east
1626,20-12-2018,west
1659,21-12-2018,north
1710,21-12-2018,south
1542,21-12-2018,east
1569,21-12-2018,west
1776,22-12-2018,north
1578,22-12-2018,south
1668,22-12-2018,east
1527,22-12-2018,west
1770,23-12-2018,north
1623,23-12-2018,south
1710,23-12-2018,east
1731,23-12-2018,west
1740,24-12-2018,north
1632,24-12-2018,south
1719,24-12-2018,east
1500,24-12-2018,west
1512,25-12-2018,north
1605,25-12-2018,south
1623,25-12-2018,east
1533,25-12-2018,west
1683,26-12-2018,north
1734,26-12-2018,south
1545,26-12-2018,east
1587,26-12-2018,west
1578,27-12-2018,north
1650,27-12-2018,south
1632,27-12-2018,east
1713,27-12-2018,west
1650,28-12-2018,north
1794,28-12-2018,south
1764,28-12-2018,east
1797,28-12-2018,west
1626,29-12-2018,north
1794,29-12-2018,south
1695,29-12-2018,east
1740,29-12-2018,west
1758,30-12-2018,north
1785,30-12-2018,south
1599,30-12-2018,east
1689,30-12-2018,west
1527,31-12-2018,north
1710,31-12-2018,south
1590,31-12-2018,east
1653,31-12-2018,west
1518,01-01-2019,north
1632,01-01-2019,south
1755,01-01-2019,east
1551,01-01-2019,west
1767,02-01-2019,north
1605,02-01-2019,south
1692,02-01-2019,east
1794,02-01-2019,west
1695,03-01-2019,north
1737,03-01-2019,south
1575,03-01-2019,east
1509,03-01-2019,west
1590,04-01-2019,north
1500,04-01-2019,south
1590,04-01-2019,east
1638,04-01-2019,west
1761,05-01-2019,north
1590,05-01-2019,south
1725,05-01-2019,east
1551,05-01-2019,west
1644,06-01-2019,north
1779,06-01-2019,south
1794,06-01-2019,east
1638,06-01-2019,west
1644,07-01-2019,north
1647,07-01-2019,south
1692,07-01-2019,east
1623,07-01-2019,west
1722,08-01-2019,north
1551,08-01-2019,south
1731,08-01-2019,east
1701,08-01-2019,west
1500,09-01-2019,north
1764,09-01-2019,south
1764,09-01-2019,east
1635,09-01-2019,west
1767,10-01-2019,north
1551,10-01-2019,south
1512,10-01-2019,east
1686,10-01-2019,west
1662,11-01-2019,north
1512,11-01-2019,south
1608,11-01-2019,east
1611,11-01-2019,west
1566,12-01-2019,north
1773,12-01-2019,south
1707,12-01-2019,east
1752,12-01-2019,west
1551,13-01-2019,north
1503,13-01-2019,south
1536,13-01-2019,east
1728,13-01-2019,west
1692,14-01-2019,north
1521,14-01-2019,south
1698,14-01-2019,east
1791,14-01-2019,west
1605,15-01-2019,north
1761,15-01-2019,south
1617,15-01-2019,east
1503,15-01-2019,west
1548,16-01-2019,north
1734,16-01-2019,south
1506,16-01-2019,east
1533,16-01-2019,west
1590,17-01-2019,north
1707,17-01-2019,south
1509,17-01-2019,east
1653,17-01-2019,west
1572,18-01-2019,north
1563,18-01-2019,south
1635,18-01-2019,east
1734,18-01-2019,west
1587,19-01-2019,north
1506,19-01-2019,south
1689,19-01-2019,east
1701,19-01-2019,west
1707,20-01-2019,north
1557,20-01-2019,south
1722,20-01-2019,east
1629,20-01-2019,west
1611,21-01-2019,north
1515,21-01-2019,south
1614,21-01-2019,east
1593,21-01-2019,west
1719,22-01-2019,north
1506,22-01-2019,south
1794,22-01-2019,east
1731,22-01-2019,west
1662,23-01-2019,north
1728,23-01-2019,south
1563,23-01-2019,east
1662,23-01-2019,west
1647,24-01-2019,north
1638,24-01-2019,south
1557,24-01-2019,east
1518,24-01-2019,west
1560,25-01-2019,north
1656,25-01-2019,south
1707,25-01-2019,east
1767,25-01-2019,west
1671,26-01-2019,north
1686,26-01-2019,south
1653,26-01-2019,east
1647,26-01-2019,west
1524,27-01-2019,north
1503,27-01-2019,south
1533,27-01-2019,east
1785,27-01-2019,west
1731,28-01-2019,north
1782,28-01-2019,south
1560,28-01-2019,east
1782,28-01-2019,west
1500,29-01-2019,north
1728,29-01-2019,south
1605,29-01-2019,east
1614,29-01-2019,west
1782,30-01-2019,north
1638,30-01-2019,south
1797,30-01-2019,east
1641,30-01-2019,west
1650,31-01-2019,north
1536,31-01-2019,south
1599,31-01-2019,east
1740,31-01-2019,west
1749,01-02-2019,north
1581,01-02-2019,south
1662,01-02-2019,east
1509,01-02-2019,west
1596,02-02-2019,north
1638,02-02-2019,south
1746,02-02-2019,east
1611,02-02-2019,west
1602,03-02-2019,north
1722,03-02-2019,south
1734,03-02-2019,east
1749,03-02-2019,west
1548,04-02-2019,north
1647,04-02-2019,south
1560,04-02-2019,east
1542,04-02-2019,west
1617,05-02-2019,north
1659,05-02-2019,south
1674,05-02-2019,east
1524,05-02-2019,west
1551,06-02-2019,north
1722,06-02-2019,south
1563,06-02-2019,east
1692,06-02-2019,west
1734,07-02-2019,north
1584,07-02-2019,south
1662,07-02-2019,east
1545,07-02-2019,west
1662,08-02-2019,north
1614,08-02-2019,south
1719,08-02-2019,east
1788,08-02-2019,west
1779,09-02-2019,north
1665,09-02-2019,south
1605,09-02-2019,east
1641,09-02-2019,west
1725,10-02-2019,north
1611,10-02-2019,south
1560,10-02-2019,east
1575,10-02-2019,west
1563,11-02-2019,north
1773,11-02-2019,south
1536,11-02-2019,east
1551,11-02-2019,west
1572,12-02-2019,north
1608,12-02-2019,south
1752,12-02-2019,east
1734,12-02-2019,west
1686,13-02-2019,north
1782,13-02-2019,south
1500,13-02-2019,east
1731,13-02-2019,west
1725,14-02-2019,north
1578,14-02-2019,south
1560,14-02-2019,east
1644,14-02-2019,west
1566,15-02-2019,north
1584,15-02-2019,south
1695,15-02-2019,east
1734,15-02-2019,west
1794,16-02-2019,north
1731,16-02-2019,south
1674,16-02-2019,east
1599,16-02-2019,west
1512,17-02-2019,north
1653,17-02-2019,south
1722,17-02-2019,east
1641,17-02-2019,west
1695,18-02-2019,north
1749,18-02-2019,south
1728,18-02-2019,east
1764,18-02-2019,west
1716,19-02-2019,north
1599,19-02-2019,south
1596,19-02-2019,east
1644,19-02-2019,west
1740,20-02-2019,north
1641,20-02-2019,south
1566,20-02-2019,east
1656,20-02-2019,west
1599,21-02-2019,north
1725,21-02-2019,south
1731,21-02-2019,east
1719,21-02-2019,west
1770,22-02-2019,north
1794,22-02-2019,south
1725,22-02-2019,east
1713,22-02-2019,west
1599,23-02-2019,north
1743,23-02-2019,south
1518,23-02-2019,east
1614,23-02-2019,west
1692,24-02-2019,north
1755,24-02-2019,south
1653,24-02-2019,east
1524,24-02-2019,west
1635,25-02-2019,north
1734,25-02-2019,south
1713,25-02-2019,east
1578,25-02-2019,west
1566,26-02-2019,north
1653,26-02-2019,south
1506,26-02-2019,east
1656,26-02-2019,west
1593,27-02-2019,north
1545,27-02-2019,south
1734,27-02-2019,east
1635,27-02-2019,west
1710,28-02-2019,north
1569,28-02-2019,south
1731,28-02-2019,east
1599,28-02-2019,west
1593,01-03-2019,north
1707,01-03-2019,south
1638,01-03-2019,east
1539,01-03-2019,west
1782,02-03-2019,north
1794,02-03-2019,south
1608,02-03-2019,east
1689,02-03-2019,west
1698,03-03-2019,north
1518,03-03-2019,south
1593,03-03-2019,east
1611,03-03-2019,west
1587,04-03-2019,north
1686,04-03-2019,south
1518,04-03-2019,east
1632,04-03-2019,west
1566,05-03-2019,north
1569,05-03-2019,south
1743,05-03-2019,east
1557,05-03-2019,west
1746,06-03-2019,north
1662,06-03-2019,south
1674,06-03-2019,east
1608,06-03-2019,west
1551,07-03-2019,north
1581,07-03-2019,south
1560,07-03-2019,east
1674,07-03-2019,west
1521,08-03-2019,north
1782,08-03-2019,south
1617,08-03-2019,east
1797,08-03-2019,west
1533,09-03-2019,north
1749,09-03-2019,south
1656,09-03-2019,east
1644,09-03-2019,west
1545,10-03-2019,north
1776,10-03-2019,south
1650,10-03-2019,east
1737,10-03-2019,west
1659,11-03-2019,north
1722,11-03-2019,south
1689,11-03-2019,east
1692,11-03-2019,west
1518,12-03-2019,north
1581,12-03-2019,south
1626,12-03-2019,east
1668,12-03-2019,west
1524,13-03-2019,north
1797,13-03-2019,south
1542,13-03-2019,east
1653,13-03-2019,west
1677,14-03-2019,north
1524,14-03-2019,south
1692,14-03-2019,east
1704,14-03-2019,west
1647,15-03-2019,north
1671,15-03-2019,south
1563,15-03-2019,east
1650,15-03-2019,west
1563,16-03-2019,north
1680,16-03-2019,south
1728,16-03-2019,east
1680,16-03-2019,west
1683,17-03-2019,north
1638,17-03-2019,south
1545,17-03-2019,east
1671,17-03-2019,west
1701,18-03-2019,north
1515,18-03-2019,south
1764,18-03-2019,east
1668,18-03-2019,west
1677,19-03-2019,north
1752,19-03-2019,south
1635,19-03-2019,east
1605,19-03-2019,west
1635,20-03-2019,north
1596,20-03-2019,south
1608,20-03-2019,east
1779,20-03-2019,west
1776,21-03-2019,north
1635,21-03-2019,south
1791,21-03-2019,east
1779,21-03-2019,west
1746,22-03-2019,north
1545,22-03-2019,south
1767,22-03-2019,east
1731,22-03-2019,west
1734,23-03-2019,north
1509,23-03-2019,south
1686,23-03-2019,east
1797,23-03-2019,west
1566,24-03-2019,north
1557,24-03-2019,south
1797,24-03-2019,east
1755,24-03-2019,west
1650,25-03-2019,north
1500,25-03-2019,south
1554,25-03-2019,east
1734,25-03-2019,west
1701,26-03-2019,north
1782,26-03-2019,south
1797,26-03-2019,east
1557,26-03-2019,west
1668,27-03-2019,north
1575,27-03-2019,south
1608,27-03-2019,east
1527,27-03-2019,west
1518,28-03-2019,north
1509,28-03-2019,south
1767,28-03-2019,east
1557,28-03-2019,west
1605,29-03-2019,north
1686,29-03-2019,south
1656,29-03-2019,east
1653,29-03-2019,west
1722,30-03-2019,north
1593,30-03-2019,south
1557,30-03-2019,east
1710,30-03-2019,west
1785,31-03-2019,north
1710,31-03-2019,south
1653,31-03-2019,east
1572,31-03-2019,west
1512,01-04-2019,north
1794,01-04-2019,south
1569,01-04-2019,east
1608,01-04-2019,west
1623,02-04-2019,north
1791,02-04-2019,south
1785,02-04-2019,east
1629,02-04-2019,west
1539,03-04-2019,north
1626,03-04-2019,south
1695,03-04-2019,east
1518,03-04-2019,west
1530,04-04-2019,north
1683,04-04-2019,south
1662,04-04-2019,east
1632,04-04-2019,west
1614,05-04-2019,north
1605,05-04-2019,south
1662,05-04-2019,east
1713,05-04-2019,west
1749,06-04-2019,north
1713,06-04-2019,south
1716,06-04-2019,east
1557,06-04-2019,west
1605,07-04-2019,north
1635,07-04-2019,south
1518,07-04-2019,east
1632,07-04-2019,west
1713,08-04-2019,north
1779,08-04-2019,south
1743,08-04-2019,east
1575,08-04-2019,west
1728,09-04-2019,north
1719,09-04-2019,south
1755,09-04-2019,east
1617,09-04-2019,west
1542,10-04-2019,north
1626,10-04-2019,south
1509,10-04-2019,east
1638,10-04-2019,west
1581,11-04-2019,north
1680,11-04-2019,south
1569,11-04-2019,east
1635,11-04-2019,west
1539,12-04-2019,north
1587,12-04-2019,south
1593,12-04-2019,east
1581,12-04-2019,west
1515,13-04-2019,north
1611,13-04-2019,south
1644,13-04-2019,east
1794,13-04-2019,west
1500,14-04-2019,north
1737,14-04-2019,south
1722,14-04-2019,east
1764,14-04-2019,west
1530,15-04-2019,north
1602,15-04-2019,south
1524,15-04-2019,east
1770,15-04-2019,west
1596,16-04-2019,north
1668,16-04-2019,south
1584,16-04-2019,east
1713,16-04-2019,west
1569,17-04-2019,north
1686,17-04-2019,south
1647,17-04-2019,east
1509,17-04-2019,west
1590,18-04-2019,north
1650,18-04-2019,south
1557,18-04-2019,east
1575,18-04-2019,west
1773,19-04-2019,north
1629,19-04-2019,south
1524,19-04-2019,east
1512,19-04-2019,west
1521,20-04-2019,north
1653,20-04-2019,south
1584,20-04-2019,east
1713,20-04-2019,west
1683,21-04-2019,north
1749,21-04-2019,south
1545,21-04-2019,east
1629,21-04-2019,west
1533,22-04-2019,north
1587,22-04-2019,south
1671,22-04-2019,east
1650,22-04-2019,west
1668,23-04-2019,north
1674,23-04-2019,south
1728,23-04-2019,east
1518,23-04-2019,west
1554,24-04-2019,north
1719,24-04-2019,south
1746,24-04-2019,east
1665,24-04-2019,west
1503,25-04-2019,north
1692,25-04-2019,south
1725,25-04-2019,east
1764,25-04-2019,west
1710,26-04-2019,north
1635,26-04-2019,south
1764,26-04-2019,east
1758,26-04-2019,west
1740,27-04-2019,north
1776,27-04-2019,south
1740,27-04-2019,east
1620,27-04-2019,west
1566,28-04-2019,north
1704,28-04-2019,south
1578,28-04-2019,east
1503,28-04-2019,west
1602,29-04-2019,north
1791,29-04-2019,south
1752,29-04-2019,east
1800,29-04-2019,west
1719,30-04-2019,north
1767,30-04-2019,south
1500,30-04-2019,east
1623,30-04-2019,west
1665,01-05-2019,north
1800,01-05-2019,south
1731,01-05-2019,east
1542,01-05-2019,west
1575,02-05-2019,north
1548,02-05-2019,south
1797,02-05-2019,east
1521,02-05-2019,west
1560,03-05-2019,north
1521,03-05-2019,south
1605,03-05-2019,east
1740,03-05-2019,west
1617,04-05-2019,north
1743,04-05-2019,south
1629,04-05-2019,east
1749,04-05-2019,west
1512,05-05-2019,north
1746,05-05-2019,south
1530,05-05-2019,east
1611,05-05-2019,west
1569,06-05-2019,north
1689,06-05-2019,south
1557,06-05-2019,east
1560,06-05-2019,west
1650,07-05-2019,north
1695,07-05-2019,south
1620,07-05-2019,east
1644,07-05-2019,west
1800,08-05-2019,north
1515,08-05-2019,south
1785,08-05-2019,east
1650,08-05-2019,west
1797,09-05-2019,north
1641,09-05-2019,south
1665,09-05-2019,east
1767,09-05-2019,west
1500,10-05-2019,north
1788,10-05-2019,south
1725,10-05-2019,east
1557,10-05-2019,west
1503,11-05-2019,north
1518,11-05-2019,south
1650,11-05-2019,east
1614,11-05-2019,west
1743,12-05-2019,north
1524,12-05-2019,south
1761,12-05-2019,east
1743,12-05-2019,west
1563,13-05-2019,north
1716,13-05-2019,south
1560,13-05-2019,east
1614,13-05-2019,west
1617,14-05-2019,north
1761,14-05-2019,south
1635,14-05-2019,east
1614,14-05-2019,west
1509,15-05-2019,north
1650,15-05-2019,south
1755,15-05-2019,east
1569,15-05-2019,west
1605,16-05-2019,north
1695,16-05-2019,south
1662,16-05-2019,east
1605,16-05-2019,west
1731,17-05-2019,north
1590,17-05-2019,south
1620,17-05-2019,east
1752,17-05-2019,west
1533,18-05-2019,north
1737,18-05-2019,south
1608,18-05-2019,east
1662,18-05-2019,west
1797,19-05-2019,north
1728,19-05-2019,south
1686,19-05-2019,east
1650,19-05-2019,west
1695,20-05-2019,north
1752,20-05-2019,south
1785,20-05-2019,east
1668,20-05-2019,west
1515,21-05-2019,north
1683,21-05-2019,south
1794,21-05-2019,east
1533,21-05-2019,west
1599,22-05-2019,north
1761,22-05-2019,south
1761,22-05-2019,east
1722,22-05-2019,west
1626,23-05-2019,north
1668,23-05-2019,south
1641,23-05-2019,east
1740,23-05-2019,west
1650,24-05-2019,north
1623,24-05-2019,south
1653,24-05-2019,east
1773,24-05-2019,west
1788,25-05-2019,north
1581,25-05-2019,south
1677,25-05-2019,east
1569,25-05-2019,west
1791,26-05-2019,north
1617,26-05-2019,south
1638,26-05-2019,east
1542,26-05-2019,west
1590,27-05-2019,north
1704,27-05-2019,south
1680,27-05-2019,east
1527,27-05-2019,west
1635,28-05-2019,north
1755,28-05-2019,south
1560,28-05-2019,east
1533,28-05-2019,west
1599,29-05-2019,north
1677,29-05-2019,south
1581,29-05-2019,east
1680,29-05-2019,west
1692,30-05-2019,north
1644,30-05-2019,south
1716,30-05-2019,east
1761,30-05-2019,west
1716,31-05-2019,north
1764,31-05-2019,south
1677,31-05-2019,east
1605,31-05-2019,west
1680,01-06-2019,north
1695,01-06-2019,south
1548,01-06-2019,east
1689,01-06-2019,west
1755,02-06-2019,north
1707,02-06-2019,south
1557,02-06-2019,east
1644,02-06-2019,west
1719,03-06-2019,north
1680,03-06-2019,south
1581,03-06-2019,east
1749,03-06-2019,west
1602,04-06-2019,north
1704,04-06-2019,south
1602,04-06-2019,east
1554,04-06-2019,west
1632,05-06-2019,north
1560,05-06-2019,south
1647,05-06-2019,east
1560,05-06-2019,west
1662,06-06-2019,north
1545,06-06-2019,south
1614,06-06-2019,east
1746,06-06-2019,west
1713,07-06-2019,north
1668,07-06-2019,south
1503,07-06-2019,east
1758,07-06-2019,west
1656,08-06-2019,north
1560,08-06-2019,south
1710,08-06-2019,east
1677,08-06-2019,west
1782,09-06-2019,north
1665,09-06-2019,south
1782,09-06-2019,east
1797,09-06-2019,west
1698,10-06-2019,north
1689,10-06-2019,south
1623,10-06-2019,east
1767,10-06-2019,west
1635,11-06-2019,north
1563,11-06-2019,south
1785,11-06-2019,east
1521,11-06-2019,west
1728,12-06-2019,north
1515,12-06-2019,south
1548,12-06-2019,east
1677,12-06-2019,west
1587,13-06-2019,north
1719,13-06-2019,south
1587,13-06-2019,east
1773,13-06-2019,west
1557,14-06-2019,north
1680,14-06-2019,south
1773,14-06-2019,east
1509,14-06-2019,west
1602,15-06-2019,north
1794,15-06-2019,south
1764,15-06-2019,east
1785,15-06-2019,west
1662,16-06-2019,north
1563,16-06-2019,south
1671,16-06-2019,east
1533,16-06-2019,west
1587,17-06-2019,north
1512,17-06-2019,south
1536,17-06-2019,east
1566,17-06-2019,west
1767,18-06-2019,north
1614,18-06-2019,south
1776,18-06-2019,east
1728,18-06-2019,west
1614,19-06-2019,north
1572,19-06-2019,south
1614,19-06-2019,east
1734,19-06-2019,west
1566,20-06-2019,north
1632,20-06-2019,south
1785,20-06-2019,east
1770,20-06-2019,west
1725,21-06-2019,north
1542,21-06-2019,south
1677,21-06-2019,east
1533,21-06-2019,west
1578,22-06-2019,north
1713,22-06-2019,south
1776,22-06-2019,east
1515,22-06-2019,west
1587,23-06-2019,north
1770,23-06-2019,south
1773,23-06-2019,east
1671,23-06-2019,west
1704,24-06-2019,north
1545,24-06-2019,south
1671,24-06-2019,east
1800,24-06-2019,west
1611,25-06-2019,north
1797,25-06-2019,south
1623,25-06-2019,east
1776,25-06-2019,west
1677,26-06-2019,north
1800,26-06-2019,south
1794,26-06-2019,east
1686,26-06-2019,west
1671,27-06-2019,north
1635,27-06-2019,south
1740,27-06-2019,east
1671,27-06-2019,west
1671,28-06-2019,north
1770,28-06-2019,south
1773,28-06-2019,east
1581,28-06-2019,west
1533,29-06-2019,north
1650,29-06-2019,south
1536,29-06-2019,east
1548,29-06-2019,west
1785,30-06-2019,north
1614,30-06-2019,south
1569,30-06-2019,east
1800,30-06-2019,west
1644,01-07-2019,north
1659,01-07-2019,south
1659,01-07-2019,east
1644,01-07-2019,west
1656,02-07-2019,north
1566,02-07-2019,south
1686,02-07-2019,east
1677,02-07-2019,west
1770,03-07-2019,north
1689,03-07-2019,south
1704,03-07-2019,east
1800,03-07-2019,west
1782,04-07-2019,north
1746,04-07-2019,south
1527,04-07-2019,east
1581,04-07-2019,west
1518,05-07-2019,north
1554,05-07-2019,south
1548,05-07-2019,east
1533,05-07-2019,west
1791,06-07-2019,north
1578,06-07-2019,south
1779,06-07-2019,east
1704,06-07-2019,west
1587,07-07-2019,north
1593,07-07-2019,south
1644,07-07-2019,east
1680,07-07-2019,west
1614,08-07-2019,north
1704,08-07-2019,south
1797,08-07-2019,east
1770,08-07-2019,west
1605,09-07-2019,north
1686,09-07-2019,south
1794,09-07-2019,east
1713,09-07-2019,west
1755,10-07-2019,north
1500,10-07-2019,south
1632,10-07-2019,east
1800,10-07-2019,west
1800,11-07-2019,north
1650,11-07-2019,south
1704,11-07-2019,east
1590,11-07-2019,west
1779,12-07-2019,north
1554,12-07-2019,south
1635,12-07-2019,east
1608,12-07-2019,west
1791,13-07-2019,north
1779,13-07-2019,south
1527,13-07-2019,east
1689,13-07-2019,west
1782,14-07-2019,north
1662,14-07-2019,south
1620,14-07-2019,east
1692,14-07-2019,west
1551,15-07-2019,north
1620,15-07-2019,south
1725,15-07-2019,east
1602,15-07-2019,west
1518,16-07-2019,north
1761,16-07-2019,south
1539,16-07-2019,east
1614,16-07-2019,west
1548,17-07-2019,north
1551,17-07-2019,south
1722,17-07-2019,east
1662,17-07-2019,west
1509,18-07-2019,north
1773,18-07-2019,south
1767,18-07-2019,east
1581,18-07-2019,west
1626,19-07-2019,north
1734,19-07-2019,south
1761,19-07-2019,east
1659,19-07-2019,west
1638,20-07-2019,north
1539,20-07-2019,south
1782,20-07-2019,east
1728,20-07-2019,west
1746,21-07-2019,north
1536,21-07-2019,south
1719,21-07-2019,east
1773,21-07-2019,west
1611,22-07-2019,north
1665,22-07-2019,south
1506,22-07-2019,east
1746,22-07-2019,west
1770,23-07-2019,north
1734,23-07-2019,south
1707,23-07-2019,east
1620,23-07-2019,west
1569,24-07-2019,north
1656,24-07-2019,south
1617,24-07-2019,east
1638,24-07-2019,west
1701,25-07-2019,north
1713,25-07-2019,south
1557,25-07-2019,east
1725,25-07-2019,west
1605,26-07-2019,north
1770,26-07-2019,south
1557,26-07-2019,east
1755,26-07-2019,west
1737,27-07-2019,north
1785,27-07-2019,south
1545,27-07-2019,east
1560,27-07-2019,west
1509,28-07-2019,north
1761,28-07-2019,south
1551,28-07-2019,east
1683,28-07-2019,west
1644,29-07-2019,north
1608,29-07-2019,south
1719,29-07-2019,east
1794,29-07-2019,west
1764,30-07-2019,north
1512,30-07-2019,south
1701,30-07-2019,east
1797,30-07-2019,west
1734,31-07-2019,north
1791,31-07-2019,south
1761,31-07-2019,east
1587,31-07-2019,west
1596,01-08-2019,north
1542,01-08-2019,south
1710,01-08-2019,east
1701,01-08-2019,west
1647,02-08-2019,north
1524,02-08-2019,south
1782,02-08-2019,east
1716,02-08-2019,west
1752,03-08-2019,north
1686,03-08-2019,south
1764,03-08-2019,east
1755,03-08-2019,west
1578,04-08-2019,north
1539,04-08-2019,south
1743,04-08-2019,east
1596,04-08-2019,west
1506,05-08-2019,north
1527,05-08-2019,south
1626,05-08-2019,east
1530,05-08-2019,west
1521,06-08-2019,north
1713,06-08-2019,south
1761,06-08-2019,east
1557,06-08-2019,west
1584,07-08-2019,north
1764,07-08-2019,south
1623,07-08-2019,east
1776,07-08-2019,west
1749,08-08-2019,north
1707,08-08-2019,south
1629,08-08-2019,east
1773,08-08-2019,west
1758,09-08-2019,north
1671,09-08-2019,south
1659,09-08-2019,east
1641,09-08-2019,west
1596,10-08-2019,north
1626,10-08-2019,south
1557,10-08-2019,east
1695,10-08-2019,west
1659,11-08-2019,north
1680,11-08-2019,south
1683,11-08-2019,east
1692,11-08-2019,west
1569,12-08-2019,north
1740,12-08-2019,south
1650,12-08-2019,east
1569,12-08-2019,west
1701,13-08-2019,north
1677,13-08-2019,south
1533,13-08-2019,east
1587,13-08-2019,west
1713,14-08-2019,north
1611,14-08-2019,south
1524,14-08-2019,east
1725,14-08-2019,west
1761,15-08-2019,north
1569,15-08-2019,south
1668,15-08-2019,east
1563,15-08-2019,west
1734,16-08-2019,north
1524,16-08-2019,south
1731,16-08-2019,east
1665,16-08-2019,west
1710,17-08-2019,north
1509,17-08-2019,south
1539,17-08-2019,east
1533,17-08-2019,west
1785,18-08-2019,north
1665,18-08-2019,south
1722,18-08-2019,east
1659,18-08-2019,west
1791,19-08-2019,north
1680,19-08-2019,south
1542,19-08-2019,east
1701,19-08-2019,west
1671,20-08-2019,north
1656,20-08-2019,south
1536,20-08-2019,east
1800,20-08-2019,west
1605,21-08-2019,north
1671,21-08-2019,south
1590,21-08-2019,east
1545,21-08-2019,west
1500,22-08-2019,north
1779,22-08-2019,south
1656,22-08-2019,east
1731,22-08-2019,west
1614,23-08-2019,north
1782,23-08-2019,south
1629,23-08-2019,east
1635,23-08-2019,west
1548,24-08-2019,north
1776,24-08-2019,south
1743,24-08-2019,east
1737,24-08-2019,west
1644,25-08-2019,north
1626,25-08-2019,south
1680,25-08-2019,east
1524,25-08-2019,west
1515,26-08-2019,north
1704,26-08-2019,south
1653,26-08-2019,east
1554,26-08-2019,west
1644,27-08-2019,north
1674,27-08-2019,south
1665,27-08-2019,east
1755,27-08-2019,west
1566,28-08-2019,north
1659,28-08-2019,south
1515,28-08-2019,east
1779,28-08-2019,west
1572,29-08-2019,north
1770,29-08-2019,south
1632,29-08-2019,east
1677,29-08-2019,west
1755,30-08-2019,north
1527,30-08-2019,south
1623,30-08-2019,east
1668,30-08-2019,west
1683,31-08-2019,north
1698,31-08-2019,south
1749,31-08-2019,east
1632,31-08-2019,west
1785,01-09-2019,north
1707,01-09-2019,south
1518,01-09-2019,east
1563,01-09-2019,west
1701,02-09-2019,north
1605,02-09-2019,south
1596,02-09-2019,east
1605,02-09-2019,west
1716,03-09-2019,north
1569,03-09-2019,south
1725,03-09-2019,east
1542,03-09-2019,west
1692,04-09-2019,north
1560,04-09-2019,south
1515,04-09-2019,east
1653,04-09-2019,west
1629,05-09-2019,north
1668,05-09-2019,south
1698,05-09-2019,east
1677,05-09-2019,west
1503,06-09-2019,north
1776,06-09-2019,south
1509,06-09-2019,east
1665,06-09-2019,west
1683,07-09-2019,north
1530,07-09-2019,south
1782,07-09-2019,east
1584,07-09-2019,west
1743,08-09-2019,north
1551,08-09-2019,south
1620,08-09-2019,east
1791,08-09-2019,west
1674,09-09-2019,north
1797,09-09-2019,south
1773,09-09-2019,east
1596,09-09-2019,west
1617,10-09-2019,north
1764,10-09-2019,south
1632,10-09-2019,east
1506,10-09-2019,west
1533,11-09-2019,north
1677,11-09-2019,south
1746,11-09-2019,east
